,pmid,start,end,tag,text,source,correct,error_type,annotator
883,8202045,1585,1588,Quantitative Measurement,two,human,y,,ccurtis
884,8202045,1589,1597,Units,patients,human,n,not needed,ccurtis
885,8202045,1606,1611,Quantitative Measurement,eight,human,y,,ccurtis
886,8202045,1612,1620,Units,patients,human,n,not needed,ccurtis
887,8202045,1727,1734,Follow-up period,6 years,model,y,,ccurtis
888,8202045,1727,1744,Follow-up period,"6 years, 9 months",human,n,too much,ccurtis
889,8202045,1736,1744,Follow-up period,9 months,model,y,,ccurtis
890,8227233,55,65,Drug Intervention,metoprolol,model,n,too little,eduvaris
891,8227233,70,80,Drug Intervention,metoprolol,model,n,too little,eduvaris
892,8227233,213,218,Intervention Frequency,daily,model,y,,eduvaris
893,8227233,241,264,Drug Intervention,conventional metoprolol,human,y,,eduvaris
894,8227233,254,264,Drug Intervention,metoprolol,model,n,too little,eduvaris
895,8227233,273,275,Dosage,50,model,y,,eduvaris
896,8227233,273,282,Dosage,50 or 100,human,n,multiple entities,eduvaris
897,8227233,279,282,Dosage,100,model,y,,eduvaris
898,8227233,286,312,Drug Intervention,slow-release metoprolol CR,human,n,too much,eduvaris
899,8227233,299,309,Drug Intervention,metoprolol,model,n,too little,eduvaris
900,8227233,331,338,Group Name,placebo,human,y,wrong label,eduvaris
901,8227233,391,398,Group Characteristic,healthy,model,y,,eduvaris
902,8227233,391,409,Group Characteristic,healthy volunteers,human,n,too much,eduvaris
903,8227233,550,606,Outcome (Study Endpoint),reduction in the exercise-induced increase in heart rate,human,n,too much,eduvaris
904,8227233,584,606,Outcome (Study Endpoint),increase in heart rate,model,n,too much,eduvaris
905,8227233,624,631,Group Name,placebo,human,y,,eduvaris
906,8227233,666,693,Outcome (Study Endpoint),increase in plasma glycerol,human,n,too little,eduvaris
907,8227233,678,693,Outcome (Study Endpoint),plasma glycerol,model,n,too little,eduvaris
908,8227233,726,767,Outcome (Study Endpoint),diminished by all metoprolol preparations,human,n,not needed,eduvaris
909,8227233,777,799,Outcome (Study Endpoint),greater extent by M100,human,n,not needed,eduvaris
910,8227233,975,1014,Outcome (Study Endpoint),significant elevation in plasma ammonia,human,n,too much,eduvaris
911,8227233,1000,1014,Outcome (Study Endpoint),plasma ammonia,model,y,,eduvaris
912,8227233,1071,1112,Outcome (Study Endpoint),perceived exertion at the end of exercise,human,n,too much,eduvaris
913,8270292,112,114,Dosage,20,human,y,,stan
914,8270292,112,117,Dosage,20 mg,model,n,multiple entities,stan
915,8270292,115,117,Units,mg,human,y,,stan
916,8270292,265,269,Intervention Administration,oral,model,y,,stan
917,8270292,278,280,Dosage,20,human,y,,stan
918,8270292,278,283,Dosage,20 mg,model,n,multiple entities,stan
919,8270292,281,283,Units,mg,human,y,,stan
920,8270292,354,400,Group Characteristic,duodenal ulcer patients and healthy volunteers,human,n,multiple entities,stan
921,8270292,445,447,Dosage,20,human,y,,stan
922,8270292,445,450,Dosage,20 mg,model,n,multiple entities,stan
923,8270292,448,450,Units,mg,human,y,,stan
924,8270292,451,456,Intervention Frequency,daily,human,y,,stan
925,8270292,464,466,Dosage,20,human,y,,stan
926,8270292,464,469,Dosage,20 mg,model,n,multiple entities,stan
927,8270292,467,469,Units,mg,human,y,,stan
928,8270292,473,487,Intervention Frequency,alternate days,human,y,,stan
929,8270292,508,522,Disease/Condition of Interest,duodenal ulcer,human,y,,stan
930,8270292,589,593,Sample Size,five,model,y,,stan
931,8270292,627,634,Group Characteristic,healthy,model,n,too little,stan
932,8270292,627,645,Group Characteristic,healthy volunteers,human,y,,stan
933,8270292,696,698,Dosage,20,human,y,,stan
934,8270292,696,701,Dosage,20 mg,model,n,multiple entities,stan
935,8270292,699,706,Units,mg oral,human,n,multiple entities,stan
936,8270292,702,706,Intervention Administration,oral,model,y,,stan
937,8270292,751,764,Group Characteristic,uncomplicated,model,n,too little,stan
938,8270292,751,788,Group Characteristic,uncomplicated duodenal ulcer patients,human,y,,stan
939,8270292,765,779,Group Characteristic,duodenal ulcer,model,n,too little,stan
940,8270292,827,829,Dosage,20,human,y,,stan
941,8270292,827,832,Dosage,20 mg,model,n,multiple entities,stan
942,8270292,830,832,Units,mg,human,y,,stan
943,8270292,840,845,Intervention Frequency,daily,model,y,wrong label,stan
944,8270292,847,853,Sample Size,n = 30,human,n,too much,stan
945,8270292,851,853,Sample Size,30,model,y,,stan
946,8270292,861,875,Intervention Frequency,alternate days,model,y,wrong label,stan
947,8270292,877,883,Sample Size,n = 28,human,n,too much,stan
948,8270292,881,883,Sample Size,28,model,y,,stan
949,8270292,1243,1245,Dosage,20,human,y,,stan
950,8270292,1246,1248,Units,mg,human,y,,stan
951,8270292,1249,1259,Drug Intervention,omeprazole,human,y,,stan
952,8270292,1347,1371,Outcome (Study Endpoint),Endoscopic healing rates,model,y,,stan
953,8270292,1446,1461,Group Name,daily treatment,model,y,,stan
954,8270292,1508,1531,Group Name,alternate-day treatment,model,y,,stan
955,8270292,1593,1595,Dosage,20,human,y,,stan
956,8270292,1593,1598,Dosage,20 mg,model,n,multiple entities,stan
957,8270292,1596,1598,Units,mg,human,y,,stan
958,8270292,1647,1649,Dosage,20,human,y,,stan
959,8270292,1647,1652,Dosage,20 mg,model,n,multiple entities,stan
960,8270292,1650,1652,Units,mg,human,y,,stan
961,8369320,19,29,Drug Intervention,prednisone,human,y,,hcho
962,8369320,30,37,Group Characteristic,therapy,human,n,wrong label,hcho
963,8369320,38,44,Outcome (Study Endpoint),gained,human,n,wrong label,hcho
964,8369320,106,118,Group Characteristic,tapered from,human,y,,hcho
965,8369320,119,129,Drug Intervention,prednisone,human,y,,hcho
966,8369320,119,133,Disease/Condition of Interest,Hyperlipidemia,model,y,,cjackson
967,8369320,130,137,Group Characteristic,therapy,human,n,wrong label,hcho
968,8369320,151,153,Units,kg,model,y,,hcho
969,8369320,177,202,Outcome (Study Endpoint),increase in actual weight,model,n,too much,hcho
970,8369320,189,202,Outcome (Study Endpoint),actual weight,human,y,,hcho
971,8369320,223,231,Outcome (Study Endpoint),increase,human,n,wrong label,hcho
972,8369320,223,260,Outcome (Study Endpoint),increase in percent ideal body weight,model,n,too much,hcho
973,8369320,235,260,Outcome (Study Endpoint),percent ideal body weight,human,y,,hcho
974,8369320,262,264,Quantitative Measurement,14,human,n,too little,hcho
975,8369320,262,273,Quantitative Measurement,14% +/- 11%,model,y,,hcho
976,8369320,264,265,Units,%,human,n,wrong label,hcho
977,8369320,266,272,Quantitative Measurement,+/- 11,human,n,too little,hcho
978,8369320,272,273,Units,%,human,n,wrong label,hcho
979,8369320,281,282,Quantitative Measurement,9,human,n,too little,hcho
980,8369320,281,291,Quantitative Measurement,9% +/- 13%,model,y,,hcho
981,8369320,282,283,Units,%,human,n,wrong label,hcho
982,8369320,284,290,Quantitative Measurement,+/- 13,human,y,,hcho
983,8369320,290,291,Units,%,human,n,wrong label,hcho
984,8369320,473,484,Drug Intervention,triple-drug,model,n,not needed,cjackson
985,8369320,769,794,Group Characteristic,history of hyperlipidemia,model,y,,cjackson
986,8369320,769,823,Group Characteristic,history of hyperlipidemia before heart transplantation,human,n,too little,cjackson
987,8369320,952,977,Outcome (Study Endpoint),rise in cholesterol level,human,n,too much,cjackson
988,8369320,960,977,Outcome (Study Endpoint),cholesterol level,model,y,,cjackson
989,8369320,1008,1036,Group Characteristic,no history of hyperlipidemia,human,y,,cjackson
990,8369320,1059,1065,Drug Intervention,triple,model,n,not needed,cjackson
991,8369320,1059,1088,Group Name,triple-drug immunosuppression,human,n,not needed,cjackson
992,8369320,1100,1102,Quantitative Measurement,64,human,n,too little,cjackson
993,8369320,1100,1103,Quantitative Measurement,64%,model,y,,cjackson
994,8369320,1102,1103,Units,%,human,n,wrong label,cjackson
995,8369320,1131,1133,Quantitative Measurement,24,human,n,too little,cjackson
996,8369320,1131,1134,Quantitative Measurement,24%,model,y,,cjackson
997,8369320,1133,1134,Units,%,human,n,wrong label,cjackson
998,8369320,1166,1178,Group Name,steroid-free,model,n,too little,cjackson
999,8369320,1166,1196,Group Name,steroid-free immunosuppression,human,y,,cjackson
1000,8369320,1256,1273,Outcome (Study Endpoint),cholesterol level,model,y,,cjackson
1001,8369320,1256,1283,Outcome (Study Endpoint),cholesterol level increased,human,n,too much,cjackson
1002,8369320,1287,1289,Quantitative Measurement,20,human,n,too little,cjackson
1003,8369320,1287,1290,Quantitative Measurement,20%,model,y,,cjackson
1004,8369320,1289,1290,Units,%,human,n,wrong label,cjackson
1005,8369320,1333,1335,Quantitative Measurement,14,human,n,too little,cjackson
1006,8369320,1333,1336,Quantitative Measurement,14%,model,y,,cjackson
1007,8369320,1335,1336,Units,%,human,n,wrong label,cjackson
1008,8369320,1395,1397,Quantitative Measurement,83,human,n,too little,cjackson
1009,8369320,1395,1398,Quantitative Measurement,83%,model,y,,cjackson
1010,8369320,1397,1398,Units,%,human,n,wrong label,cjackson
1011,8369320,1444,1446,Quantitative Measurement,92,human,n,too little,cjackson
1012,8369320,1444,1447,Quantitative Measurement,92%,model,y,,cjackson
1013,8369320,1446,1447,Units,%,human,n,wrong label,cjackson
1014,8369320,1455,1473,Group Name,steroid-free group,model,y,,cjackson
1015,8369320,1631,1666,Outcome (Study Endpoint),percent change in cholesterol level,human,n,too much,cjackson
1016,8369320,1639,1666,Outcome (Study Endpoint),change in cholesterol level,model,n,too much,cjackson
1017,8369320,1860,1937,Outcome (Study Endpoint),predictive of the percent change in low-density lipoprotein cholesterol level,human,n,too much,cjackson
1018,8369320,2001,2069,Outcome (Study Endpoint),predicted the percent change in high-density lipoprotein cholesterol,human,n,too much,cjackson
1019,8369320,2023,2069,Outcome (Study Endpoint),change in high-density lipoprotein cholesterol,model,n,too much,cjackson
1020,8446138,94,101,Group Name,placebo,human,y,,ccurtis
1021,8446138,1155,1170,Group Characteristic,59 +/- 10 years,human,y,,ccurtis
1022,8446138,1203,1225,Outcome (Study Endpoint),average blood pressure,human,n,too much,ccurtis
1023,8446138,1270,1279,Group Name,Diltiazem,human,n,wrong label,ccurtis
1024,8446138,1304,1319,Outcome (Study Endpoint),rate of success,model,y,,ccurtis
1025,8446138,1496,1504,Group Name,Atenolol,human,n,wrong label,ccurtis
1026,8446138,1570,1579,Group Name,clonidine,human,n,wrong label,ccurtis
1027,8446138,1595,1614,Group Name,hydrochlorothiazide,human,n,wrong label,ccurtis
1028,8446138,1630,1639,Group Name,captopril,human,n,wrong label,ccurtis
1029,8446138,1659,1667,Group Name,prazosin,human,n,wrong label,ccurtis
1030,8446138,1726,1738,Outcome (Study Endpoint),success rate,model,y,,ccurtis
1031,8446138,1859,1871,Outcome (Study Endpoint),success rate,model,y,,ccurtis
1032,8446138,1918,1930,Outcome (Study Endpoint),success rate,model,y,,ccurtis
1033,8470032,336,341,Drug Intervention,BACOP,human,y,,eduvaris
1034,8470032,351,355,Drug Intervention,COPP,human,y,,eduvaris
1035,8470032,365,369,Drug Intervention,CHOP,human,y,,eduvaris
1036,8470032,383,387,Drug Intervention,CNOP,human,y,,eduvaris
1037,8470032,718,727,Intervention Frequency,6 monthly,model,y,,eduvaris
1038,8470032,720,727,Intervention Frequency,monthly,human,n,too little,eduvaris
1039,8470032,781,790,Intervention Frequency,8 monthly,model,y,,eduvaris
1040,8470032,783,790,Intervention Frequency,monthly,human,n,too little,eduvaris
1041,8470032,804,827,Group Characteristic,median age was 55 years,human,n,not needed,eduvaris
1042,8470032,819,827,Group Characteristic,55 years,model,n,not needed,eduvaris
1043,8470032,844,847,Group Name,FGR,model,n,too little,eduvaris
1044,8470032,844,853,Group Name,FGR group,human,y,,eduvaris
1045,8470032,883,888,Group Name,CAVPE,model,n,too little,eduvaris
1046,8470032,883,894,Group Name,CAVPE group,human,y,,eduvaris
1047,8470032,1445,1488,Outcome (Study Endpoint),estimated probability of sustained first CR,model,n,too much,eduvaris
1048,8470032,1455,1501,Outcome (Study Endpoint),probability of sustained first CR at 72 months,human,y,,eduvaris
1049,8470032,1636,1688,Outcome (Study Endpoint),"alive and well, with no signs of disease progression",model,n,too much,eduvaris
1050,8470032,1657,1688,Outcome (Study Endpoint),no signs of disease progression,human,y,,eduvaris
1051,8803300,36,46,Drug Intervention,lisinopril,model,y,,cjackson
1052,8803300,50,60,Drug Intervention,nifedipine,model,y,,cjackson
1053,8803300,105,134,Disease/Condition of Interest,mild-to-moderate hypertension,human,y,,cjackson
1054,8803300,122,134,Disease/Condition of Interest,hypertension,model,n,too little,cjackson
1055,8803300,152,189,Group Characteristic,chronic obstructive pulmonary disease,model,n,wrong label,cjackson
1056,8803300,386,388,Sample Size,76,model,y,,cjackson
1057,8803300,415,444,Group Characteristic,mild-to-moderate hypertension,human,n,wrong label,cjackson
1058,8803300,432,444,Disease/Condition of Interest,hypertension,model,n,too little,cjackson
1059,8803300,488,492,Group Characteristic,COPD,model,n,wrong label,cjackson
1060,8803300,583,593,Drug Intervention,lisinopril,model,y,,cjackson
1061,8803300,595,605,Drug Intervention,nifedipine,model,y,,cjackson
1062,8803300,813,823,Drug Intervention,lisinopril,model,y,,cjackson
1063,8803300,855,865,Drug Intervention,nifedipine,model,y,,cjackson
1064,8803300,900,909,Drug Intervention,diuretics,human,y,,cjackson
1065,8803300,953,963,Drug Intervention,sorbitrate,human,y,wrong label,cjackson
1066,8803300,968,979,Drug Intervention,hydralazine,human,y,wrong label,cjackson
1067,8803300,984,1007,Drug Intervention,selective beta-blockers,human,y,,cjackson
1068,8803300,1151,1168,Intervention Duration,at least one year,model,y,,cjackson
1069,8803300,1160,1168,Intervention Duration,one year,human,n,too little,cjackson
1070,8803300,1245,1264,Outcome (Study Endpoint),high blood pressure,model,y,,cjackson
1071,8803300,1245,1290,Outcome (Study Endpoint),high blood pressure was significantly reduced,human,n,too much,cjackson
1072,8803300,1330,1332,Statistical Significance,no,model,n,not needed,cjackson
1073,8803300,1637,1638,Group Name,B,model,y,,cjackson
1074,8803300,1643,1644,Group Name,C,model,y,,cjackson
1075,8803300,1783,1784,Group Name,C,model,y,,cjackson
1076,8803300,1794,1795,Group Name,B,model,y,,cjackson
1077,8803300,2100,2101,Group Name,C,model,y,,cjackson
1078,8900907,76,95,Disease/Condition of Interest,Helicobacter pylori,human,y,,hcho
1079,8900907,105,125,Disease/Condition of Interest,functional dyspepsia,model,y,,hcho
1080,8900907,394,413,Group Characteristic,H. pylori infection,model,n,wrong label,hcho
1081,8900907,418,449,Group Characteristic,symptoms of non-ulcer dyspepsia,model,n,wrong label,hcho
1082,8900907,1322,1328,Follow-up period,week 8,model,y,,hcho
1083,8900907,1381,1411,Outcome (Study Endpoint),mean symptom score improvement,model,n,multiple entities,hcho
1084,8900907,1386,1411,Outcome (Study Endpoint),symptom score improvement,human,y,,hcho
1085,8900907,1449,1460,Group Characteristic,eradication,human,y,,hcho
1086,8900907,1476,1496,Group Characteristic,persistent infection,human,y,,hcho
1087,8900907,1524,1526,Sample Size,29,model,n,wrong label,hcho
1088,8900907,1566,1568,Sample Size,19,model,n,wrong label,hcho
1089,8900907,1588,1601,Outcome (Study Endpoint),symptom score,model,y,,hcho
1090,8900907,1660,1663,Quantitative Measurement,9.1,model,y,,hcho
1091,8900907,1707,1711,Quantitative Measurement,10.0,model,y,,hcho
1092,8964646,0,10,Study Duration,Four years,model,y,,ccurtis
1093,8964646,43,47,Group Characteristic,with,human,n,not needed,ccurtis
1094,8964646,48,69,Disease/Condition of Interest,severe hyperlipidemia,model,y,,ccurtis
1095,8964646,55,69,Disease/Condition of Interest,hyperlipidemia,human,n,too little,ccurtis
1096,8964646,71,91,Drug Intervention,Lipid lowering drugs,human,y,,ccurtis
1097,8964646,152,179,Disease/Condition of Interest,heterozygous hyperlipidemia,human,y,wrong label,ccurtis
1098,8964646,226,230,Group Characteristic,aged,human,n,too little,ccurtis
1099,8964646,226,250,Group Characteristic,aged 49.5 +/- 11.5 years,model,y,,ccurtis
1100,8964646,231,244,Quantitative Measurement,49.5 +/- 11.5,human,n,too little,ccurtis
1101,8964646,245,250,Units,years,human,n,wrong label,ccurtis
1102,8964646,253,257,Non-Pharmaceutical Intervention,diet,model,y,,ccurtis
1103,8964646,343,347,Group Characteristic,aged,human,n,too little,ccurtis
1104,8964646,343,367,Group Characteristic,aged 48.0 +/- 11.9 years,model,y,,ccurtis
1105,8964646,348,361,Quantitative Measurement,48.0 +/- 11.9,human,n,too little,ccurtis
1106,8964646,362,367,Units,years,human,n,wrong label,ccurtis
1107,8964646,397,410,Intervention Duration,44.4 +/- 14.3,model,y,,ccurtis
1108,8964646,433,446,Intervention Duration,33.5 +/- 15.9,model,y,,ccurtis
1109,8964646,460,466,Units,months,human,y,,ccurtis
1110,8964646,779,788,Group Name,apheresis,human,n,too little,ccurtis
1111,8964646,807,811,Side Effects,died,human,y,,ccurtis
1112,8964646,846,877,Side Effects,non-fatal myocardial infarction,human,y,,ccurtis
1113,8964646,903,925,Side Effects,coronary heart disease,model,y,,ccurtis
1114,8964646,948,952,Group Name,drug,human,n,too little,ccurtis
1115,8964646,1031,1040,Group Name,apheresis,human,n,too little,ccurtis
1116,8964646,1112,1135,Outcome (Study Endpoint),physological well-being,model,y,,ccurtis
1117,8964646,1181,1185,Group Name,drug,human,n,too little,ccurtis
1118,9050975,184,187,Dosage,180,model,y,,eduvaris
1119,9050975,184,190,Dosage,180 mg,human,n,multiple entities,eduvaris
1120,9050975,188,190,Units,mg,model,y,,eduvaris
1121,9050975,223,224,Dosage,2,model,y,,eduvaris
1122,9050975,223,227,Dosage,2 mg,human,n,multiple entities,eduvaris
1123,9050975,225,227,Units,mg,model,y,,eduvaris
1124,9050975,242,245,Dosage,100,model,y,,eduvaris
1125,9050975,242,251,Dosage,100/25 mg,human,n,multiple entities,eduvaris
1126,9050975,246,248,Dosage,25,model,y,,eduvaris
1127,9050975,249,251,Units,mg,model,y,,eduvaris
1128,9050975,277,279,Dosage,20,model,y,,eduvaris
1129,9050975,277,287,Dosage,20/12.5 mg,human,n,multiple entities,eduvaris
1130,9050975,280,284,Dosage,12.5,model,y,,eduvaris
1131,9050975,285,287,Units,mg,model,y,,eduvaris
1132,9050975,323,330,Drug Intervention,placebo,model,n,wrong label,eduvaris
1133,9050975,348,357,Disease/Condition of Interest,essential,model,n,too little,eduvaris
1134,9050975,358,370,Disease/Condition of Interest,hypertension,model,y,wrong label,eduvaris
1135,9050975,374,380,Intervention Duration,4-week,model,n,not needed,eduvaris
1136,9050975,533,555,Group Characteristic,essential hypertension,human,n,not needed,eduvaris
1137,9050975,600,644,Group Characteristic,supine diastolic blood pressure 101-114 mmHg,model,n,not needed,eduvaris
1138,9050975,850,867,Intervention Frequency,single daily dose,human,n,too much,eduvaris
1139,9050975,911,918,Group Name,placebo,model,y,,eduvaris
1140,9050975,935,940,Outcome (Study Endpoint),blood,model,n,too little,eduvaris
1141,9050975,1114,1116,Quantitative Measurement,13,model,y,,eduvaris
1142,9050975,1117,1121,Units,mmHg,model,y,,eduvaris
1143,9050975,1123,1146,Type of Quant. Measure,95% confidence interval,model,y,,eduvaris
1144,9050975,1152,1156,Quantitative Measurement,16-9,model,y,,eduvaris
1145,9050975,1181,1203,Group Name,verapamil/trandolapril,human,y,,eduvaris
1146,9050975,1205,1207,Quantitative Measurement,13,model,y,,eduvaris
1147,9050975,1208,1212,Units,mmHg,model,y,,eduvaris
1148,9050975,1214,1218,Quantitative Measurement,16-9,model,y,,eduvaris
1149,9050975,1225,1248,Group Name,atenolol/chlorthalidone,human,y,,eduvaris
1150,9050975,1253,1255,Quantitative Measurement,12,model,y,,eduvaris
1151,9050975,1256,1260,Units,mmHg,model,y,,eduvaris
1152,9050975,1262,1266,Quantitative Measurement,15-8,model,y,,eduvaris
1153,9050975,1273,1283,Drug Intervention,lisinopril,model,y,,eduvaris
1154,9050975,1273,1303,Group Name,lisinopril/hydrochlorothiazide,human,y,,eduvaris
1155,9050975,1305,1336,Outcome (Study Endpoint),Normalization of blood pressure,model,y,,eduvaris
1156,9050975,1369,1372,Quantitative Measurement,48%,model,y,,eduvaris
1157,9050975,1408,1430,Group Name,verapamil/trandolapril,human,y,,eduvaris
1158,9050975,1435,1438,Quantitative Measurement,46%,model,y,,eduvaris
1159,9050975,1444,1467,Group Name,atenolol/chlorthalidone,human,y,,eduvaris
1160,9050975,1475,1478,Quantitative Measurement,40%,model,y,,eduvaris
1161,9050975,1484,1514,Group Name,lisinopril/hydrochlorothiazide,human,y,,eduvaris
1162,9050975,1516,1530,Outcome (Study Endpoint),Response rates,model,y,,eduvaris
1163,9050975,1621,1624,Quantitative Measurement,72%,model,y,,eduvaris
1164,9050975,1647,1669,Group Name,verapamil/trandolapril,human,y,,eduvaris
1165,9050975,1671,1674,Quantitative Measurement,76%,model,y,,eduvaris
1166,9050975,1679,1702,Group Name,atenolol/chlorthalidone,human,y,,eduvaris
1167,9050975,1707,1710,Quantitative Measurement,69%,model,y,,eduvaris
1168,9050975,1715,1745,Group Name,lisinopril/hydrochlorothiazide,human,y,,eduvaris
1169,9050975,2017,2029,Group Characteristic,hypertensive,human,y,,eduvaris
1170,9156363,0,10,Drug Intervention,Felodipine,model,y,,stan
1171,9156363,15,25,Drug Intervention,amlodipine,model,y,,stan
1172,9156363,280,289,Sample Size,Fifty-two,model,y,,stan
1173,9156363,304,347,Group Characteristic,documented exercise-induced angina pectoris,human,n,too much,stan
1174,9156363,315,347,Group Characteristic,exercise-induced angina pectoris,model,y,,stan
1175,9156363,479,480,Intervention Duration,8,human,n,too little,stan
1176,9156363,479,485,Intervention Duration,8-week,model,y,,stan
1177,9156363,641,651,Drug Intervention,amlodipine,model,y,,stan
1178,9156363,670,680,Drug Intervention,felodipine,model,y,,stan
1179,9156363,742,745,Units,min,model,y,,stan
1180,9156363,956,958,Quantitative Measurement,38,human,n,too little,stan
1181,9156363,956,959,Quantitative Measurement,38%,model,y,,stan
1182,9156363,999,1001,Quantitative Measurement,40,human,n,too little,stan
1183,9156363,999,1002,Quantitative Measurement,40%,model,y,,stan
1184,9156363,1370,1375,Units,/week,model,n,too much,stan
1185,9156363,1562,1570,Units,capsules,model,y,,stan
1186,9193431,177,200,Disease/Condition of Interest,coronary artery disease,model,y,,cjackson
1187,9193431,1235,1293,Group Characteristic,normal to mildly elevated total and LDL cholesterol levels,human,y,,cjackson
1188,9193431,1311,1329,Group Characteristic,Ser447-Stop allele,model,y,,cjackson
1189,9193431,1380,1386,Outcome (Study Endpoint),higher,model,n,not needed,cjackson
1190,9193431,1727,1735,Statistical Significance,P = .881,model,y,,cjackson
1191,9305491,65,79,Disease/Condition of Interest,duodenal ulcer,human,y,,hcho
1192,9305491,522,540,Group Characteristic,H. pylori-positive,model,n,too little,hcho
1193,9305491,522,555,Group Characteristic,H. pylori-positive duodenal ulcer,human,y,,hcho
1194,9305491,541,555,Group Characteristic,duodenal ulcer,model,n,too little,hcho
1195,9305491,566,568,Group Characteristic,DU,model,n,wrong label,hcho
1196,9305491,882,909,Group Name,H. pylori-negative subjects,human,n,wrong label,hcho
1197,9305491,914,918,Outcome (Study Endpoint),IL-8,model,y,,hcho
1198,9305491,934,957,Outcome (Study Endpoint),neutrophil infiltration,model,y,,hcho
1199,9305491,1099,1126,Group Name,H. pylori-positive patients,human,n,wrong label,hcho
1200,9305491,1179,1197,Outcome (Study Endpoint),IL-8 concentration,model,y,,hcho
1201,9305491,1356,1379,Outcome (Study Endpoint),neutrophil infiltration,model,y,,hcho
1202,9305491,1672,1682,Drug Intervention,omeprazole,human,y,,hcho
1203,9305491,1724,1747,Outcome (Study Endpoint),neutrophil infiltration,model,y,,hcho
1204,9305491,1795,1805,Drug Intervention,omeprazole,human,y,,hcho
1205,9305491,1897,1933,Disease/Condition of Interest,H. pylori-positive chronic gastritis,model,n,wrong label,hcho
1206,9555617,23,48,Drug Intervention,anticholinergic treatment,human,n,not needed,ccurtis
1207,9555617,52,80,Drug Intervention,beta 2-adrenergic medication,human,n,not needed,ccurtis
1208,9555617,173,198,Drug Intervention,anticholinergic treatment,human,n,not needed,ccurtis
1209,9555617,206,234,Drug Intervention,beta 2-adrenergic medication,human,n,not needed,ccurtis
1210,9555617,400,410,Drug Intervention,salbutamol,human,y,,ccurtis
1211,9555617,415,426,Drug Intervention,ipratropium,human,y,,ccurtis
1212,9555617,477,485,Group Characteristic,children,model,y,,ccurtis
1213,9555617,477,510,Group Characteristic,children with acute asthma attack,human,n,too much,ccurtis
1214,9555617,491,510,Group Characteristic,acute asthma attack,model,n,wrong label,ccurtis
1215,9555617,529,540,Group Characteristic,outpatients,human,y,,ccurtis
1216,9555617,734,744,Units,micrograms,human,y,,ccurtis
1217,9555617,734,748,Units,micrograms/inh,model,n,too much,ccurtis
1218,9555617,745,748,Intervention Administration,inh,human,y,,ccurtis
1219,9555617,775,785,Units,micrograms,human,y,,ccurtis
1220,9555617,775,789,Units,micrograms/inh,model,n,too much,ccurtis
1221,9555617,786,789,Intervention Administration,inh,human,y,,ccurtis
1222,9555617,820,830,Units,micrograms,human,y,,ccurtis
1223,9555617,820,834,Units,micrograms/inh,model,n,too much,ccurtis
1224,9555617,831,834,Intervention Administration,inh,human,y,,ccurtis
1225,9555617,857,867,Units,micrograms,human,y,,ccurtis
1226,9555617,857,871,Units,micrograms/inh,model,n,too much,ccurtis
1227,9555617,868,871,Intervention Administration,inh,human,y,,ccurtis
1228,9555617,938,943,Quantitative Measurement,+/- 5,human,y,,ccurtis
1229,9555617,1020,1025,Follow-up period,0 min,human,n,wrong label,ccurtis
1230,9555617,1035,1037,Follow-up period,15,human,n,wrong label,ccurtis
1231,9555617,1039,1041,Follow-up period,30,human,n,wrong label,ccurtis
1232,9555617,1043,1045,Follow-up period,45,human,n,wrong label,ccurtis
1233,9555617,1047,1049,Follow-up period,60,human,n,wrong label,ccurtis
1234,9555617,1051,1053,Follow-up period,80,human,n,wrong label,ccurtis
1235,9555617,1055,1058,Follow-up period,100,human,n,wrong label,ccurtis
1236,9555617,1063,1066,Follow-up period,120,human,n,wrong label,ccurtis
1237,9555617,1067,1070,Units,min,human,y,,ccurtis
1238,9555617,1106,1116,Intervention Administration,inhalation,model,y,,ccurtis
1239,9555617,1198,1210,Group Characteristic,mean age was,human,n,too much,ccurtis
1240,9555617,1222,1231,Outcome (Study Endpoint),Tal score,model,y,,ccurtis
1241,9555617,1286,1295,Outcome (Study Endpoint),Tal score,human,y,,ccurtis
1242,9555617,1328,1338,Drug Intervention,salbutamol,human,y,,ccurtis
1243,9555617,1339,1350,Drug Intervention,ipratropium,human,y,,ccurtis
1244,9555617,1355,1381,Drug Intervention,salbutamol vs. ipratropium,human,n,too much,ccurtis
1245,9555617,1406,1416,Drug Intervention,salbutamol,human,y,,ccurtis
1246,9555617,1417,1428,Drug Intervention,ipratropium,human,y,,ccurtis
1247,9555617,1433,1443,Drug Intervention,salbutamol,human,y,,ccurtis
1248,9555617,1472,1482,Drug Intervention,salbutamol,human,y,,ccurtis
1249,9555617,1483,1494,Drug Intervention,ipratropium,human,y,,ccurtis
1250,9555617,1499,1509,Drug Intervention,salbutamol,human,y,,ccurtis
1251,9555617,1528,1533,Quantitative Measurement,70.9%,model,y,,ccurtis
1252,9555617,1528,1550,Quantitative Measurement,"70.9%, 71.3% and 68.6%",human,n,too much,ccurtis
1253,9555617,1535,1540,Quantitative Measurement,71.3%,model,y,,ccurtis
1254,9555617,1545,1550,Quantitative Measurement,68.6%,model,y,,ccurtis
1255,9555617,1610,1620,Drug Intervention,salbutamol,human,y,,ccurtis
1256,9555617,1621,1632,Drug Intervention,ipratropium,human,y,,ccurtis
1257,9555617,1637,1647,Drug Intervention,salbutamol,human,y,,ccurtis
1258,9555617,1666,1677,Drug Intervention,ipratropium,human,y,,ccurtis
